Robot Gesture ID,Gesture Type,"Gesture Coordinates (x, y, z)",Timestamp,Gesture Duration (sec),Robot Status,Message ID,Sender,Receiver,Encryption Algorithm Used,Encryption Status,Network Latency (ms),Data Transfer Rate (Mbps),Threat Type,Threat Severity,Response Time (sec),Response Action Taken,Threat Detected
9,Diagnosis,"(1.52, 1.35, 0.42)",2025-02-14 16:32:27,1.53,Idle,17731,Operator,Robot,Two Fish,Failed,15,80,No Threat,High,0.0,None,0
5,Suturing,"(1.06, 0.28, 1.98)",2025-02-14 16:32:27,4.77,Idle,87015,Robot,Operator,Two Fish,Encrypted,20,65,Data Breach,High,4.95,Isolate Data,1
2,Diagnosis,"(0.9, 1.02, 1.36)",2025-02-14 16:32:27,2.29,Idle,73610,Operator,Robot,Two Fish,Encrypted,17,31,DoS Attack,Low,4.43,Reconnect Connection,1
6,Navigation,"(1.02, 1.66, 1.81)",2025-02-14 16:32:27,3.75,Idle,52889,Operator,Robot,Two Fish,Encrypted,18,65,No Threat,Low,0.0,None,0
4,Diagnosis,"(0.39, 1.49, 1.7)",2025-02-14 16:32:27,3.53,Active,93982,Robot,Operator,Two Fish,Failed,19,76,Man-in-the-Middle Attack,Low,1.3,Reset Encryption,1
3,Suturing,"(1.7, 0.75, 0.81)",2025-02-14 16:32:27,1.9,Idle,53770,Operator,Robot,Two Fish,Encrypted,16,20,DoS Attack,Medium,1.3,Reconnect Connection,1
8,Suturing,"(0.14, 1.96, 0.32)",2025-02-14 16:32:27,4.72,Active,71246,Robot,Operator,Two Fish,Encrypted,7,42,Man-in-the-Middle Attack,Medium,4.82,Reconnect Connection,1
10,Suturing,"(1.96, 1.0, 1.76)",2025-02-14 16:32:27,4.02,Active,38126,Operator,Robot,Two Fish,Failed,7,56,No Threat,Low,0.0,None,0
5,Navigation,"(0.66, 0.15, 1.39)",2025-02-14 16:32:27,3.18,Active,87126,Operator,Robot,Two Fish,Encrypted,14,26,DoS Attack,High,2.16,Isolate Data,1
4,Suturing,"(1.48, 0.98, 0.84)",2025-02-14 16:32:27,4.99,Active,66579,Operator,Robot,Two Fish,Failed,7,46,Data Breach,Medium,4.0,Reset Encryption,1
9,Suturing,"(0.37, 1.86, 0.07)",2025-02-14 16:32:27,4.44,Active,63423,Robot,Operator,Two Fish,Encrypted,13,17,No Threat,Low,0.0,None,0
5,Cleaning,"(0.25, 1.61, 0.58)",2025-02-14 16:32:27,1.2,Idle,48778,Operator,Robot,Two Fish,Encrypted,15,55,DoS Attack,High,4.13,Reconnect Connection,1
9,Suturing,"(0.96, 1.74, 1.54)",2025-02-14 16:32:27,3.41,Idle,62580,Robot,Operator,Two Fish,Encrypted,6,11,No Threat,High,0.0,None,0
4,Suturing,"(1.52, 0.54, 0.36)",2025-02-14 16:32:27,4.66,Active,74014,Operator,Robot,Two Fish,Encrypted,7,30,Data Breach,Medium,1.62,Reset Encryption,1
5,Incision,"(0.39, 0.14, 0.68)",2025-02-14 16:32:27,3.18,Idle,96981,Operator,Robot,Two Fish,Encrypted,20,16,DoS Attack,Low,3.52,Reconnect Connection,1
8,Cleaning,"(1.57, 0.01, 0.12)",2025-02-14 16:32:27,4.36,Idle,11754,Operator,Robot,Two Fish,Encrypted,6,11,No Threat,Low,0.0,None,0
5,Suturing,"(1.48, 0.4, 0.42)",2025-02-14 16:32:27,3.02,Idle,42957,Robot,Operator,Two Fish,Failed,5,45,Data Breach,Low,4.99,Reset Encryption,1
1,Incision,"(1.74, 0.83, 0.29)",2025-02-14 16:32:27,2.61,Active,61103,Operator,Robot,Two Fish,Encrypted,11,39,Data Breach,Low,4.94,Reconnect Connection,1
9,Incision,"(1.82, 0.89, 0.61)",2025-02-14 16:32:27,3.1,Active,75544,Operator,Robot,Two Fish,Encrypted,7,40,Data Breach,Low,4.75,Isolate Data,1
7,Suturing,"(1.23, 1.68, 1.88)",2025-02-14 16:32:27,4.32,Active,47666,Robot,Operator,Two Fish,Encrypted,7,29,Man-in-the-Middle Attack,Medium,2.31,Reconnect Connection,1
2,Diagnosis,"(0.19, 1.97, 0.38)",2025-02-14 16:32:27,3.08,Active,74199,Operator,Robot,Two Fish,Encrypted,11,23,Data Breach,Medium,3.91,Reset Encryption,1
5,Cleaning,"(0.08, 0.41, 1.75)",2025-02-14 16:32:27,3.94,Active,31433,Operator,Robot,Two Fish,Failed,12,48,DoS Attack,Medium,2.85,Reset Encryption,1
9,Diagnosis,"(1.82, 0.38, 0.91)",2025-02-14 16:32:27,1.18,Active,72210,Robot,Operator,Two Fish,Encrypted,15,41,No Threat,Low,0.0,None,0
2,Cleaning,"(1.83, 1.07, 1.13)",2025-02-14 16:32:27,3.56,Idle,16517,Robot,Operator,Two Fish,Failed,14,48,Data Breach,Low,2.42,Isolate Data,1
8,Diagnosis,"(0.88, 1.03, 1.97)",2025-02-14 16:32:27,1.09,Idle,90393,Operator,Robot,Two Fish,Failed,20,25,Data Breach,Low,2.56,Reset Encryption,1
3,Cleaning,"(0.85, 0.46, 0.14)",2025-02-14 16:32:27,1.57,Idle,79552,Robot,Operator,Two Fish,Failed,9,76,Data Breach,Medium,1.17,Isolate Data,1
3,Navigation,"(0.29, 0.08, 1.28)",2025-02-14 16:32:27,4.05,Idle,45120,Operator,Robot,Two Fish,Failed,16,67,Data Breach,High,3.23,Reconnect Connection,1
6,Suturing,"(0.4, 0.62, 1.05)",2025-02-14 16:32:27,2.34,Idle,36860,Operator,Robot,Two Fish,Encrypted,14,55,No Threat,High,0.0,None,0
4,Suturing,"(1.15, 1.28, 0.82)",2025-02-14 16:32:27,3.76,Idle,38716,Robot,Operator,Two Fish,Failed,20,31,No Threat,Low,0.0,None,0
9,Diagnosis,"(0.07, 0.45, 1.26)",2025-02-14 16:32:27,2.32,Idle,24427,Robot,Operator,Two Fish,Encrypted,9,44,DoS Attack,Medium,3.38,Reset Encryption,1
6,Navigation,"(0.33, 0.44, 1.75)",2025-02-14 16:32:27,1.63,Idle,27956,Operator,Robot,Two Fish,Failed,16,63,DoS Attack,Low,2.65,Isolate Data,1
3,Cleaning,"(0.04, 0.16, 1.36)",2025-02-14 16:32:27,4.69,Active,56735,Operator,Robot,Two Fish,Encrypted,7,68,Man-in-the-Middle Attack,Medium,2.33,Reset Encryption,1
3,Incision,"(1.31, 1.22, 1.51)",2025-02-14 16:32:27,1.06,Active,47095,Operator,Robot,Two Fish,Failed,12,87,No Threat,High,0.0,None,0
1,Suturing,"(0.2, 0.01, 1.93)",2025-02-14 16:32:27,4.35,Active,56987,Robot,Operator,Two Fish,Encrypted,6,79,Data Breach,High,3.72,Isolate Data,1
7,Incision,"(1.77, 1.55, 1.6)",2025-02-14 16:32:27,1.55,Idle,65625,Operator,Robot,Two Fish,Encrypted,13,16,No Threat,Low,0.0,None,0
8,Incision,"(0.66, 0.12, 1.1)",2025-02-14 16:32:27,4.68,Idle,89501,Robot,Operator,Two Fish,Failed,15,93,DoS Attack,Medium,1.61,Reset Encryption,1
9,Cleaning,"(0.69, 0.72, 0.77)",2025-02-14 16:32:27,1.24,Active,50855,Operator,Robot,Two Fish,Encrypted,16,32,Man-in-the-Middle Attack,Medium,3.55,Isolate Data,1
6,Suturing,"(1.26, 1.28, 1.61)",2025-02-14 16:32:27,2.78,Active,40974,Robot,Operator,Two Fish,Encrypted,14,16,No Threat,High,0.0,None,0
1,Incision,"(0.85, 1.71, 0.21)",2025-02-14 16:32:27,1.88,Idle,72400,Robot,Operator,Two Fish,Encrypted,5,76,DoS Attack,Medium,3.84,Isolate Data,1
8,Cleaning,"(0.41, 0.95, 0.3)",2025-02-14 16:32:27,4.29,Active,21025,Robot,Operator,Two Fish,Failed,5,78,Man-in-the-Middle Attack,High,2.63,Reconnect Connection,1
10,Cleaning,"(1.2, 0.03, 1.13)",2025-02-14 16:32:27,1.06,Active,53377,Operator,Robot,Two Fish,Failed,9,89,No Threat,Medium,0.0,None,0
9,Incision,"(0.43, 0.89, 1.95)",2025-02-14 16:32:27,4.6,Idle,29639,Robot,Operator,Two Fish,Failed,10,71,Data Breach,Medium,1.47,Reset Encryption,1
1,Navigation,"(1.15, 1.89, 1.41)",2025-02-14 16:32:27,3.04,Idle,96350,Robot,Operator,Two Fish,Encrypted,6,57,Man-in-the-Middle Attack,Low,2.32,Reset Encryption,1
3,Suturing,"(0.96, 1.16, 1.04)",2025-02-14 16:32:27,3.64,Active,20781,Robot,Operator,Two Fish,Failed,7,67,DoS Attack,High,3.95,Reconnect Connection,1
3,Cleaning,"(1.08, 1.95, 0.69)",2025-02-14 16:32:27,2.64,Idle,69698,Robot,Operator,Two Fish,Failed,9,83,DoS Attack,Low,3.57,Isolate Data,1
4,Cleaning,"(1.21, 1.24, 0.12)",2025-02-14 16:32:27,2.12,Active,53477,Robot,Operator,Two Fish,Encrypted,12,32,No Threat,High,0.0,None,0
1,Navigation,"(0.7, 0.64, 1.48)",2025-02-14 16:32:27,4.09,Active,49994,Robot,Operator,Two Fish,Encrypted,5,89,Data Breach,Low,4.72,Reset Encryption,1
7,Navigation,"(1.25, 1.93, 0.88)",2025-02-14 16:32:27,4.93,Active,56234,Operator,Robot,Two Fish,Encrypted,5,55,No Threat,High,0.0,None,0
3,Suturing,"(0.6, 0.57, 0.4)",2025-02-14 16:32:27,1.61,Idle,38522,Operator,Robot,Two Fish,Encrypted,20,24,Man-in-the-Middle Attack,Low,3.03,Isolate Data,1
1,Incision,"(1.44, 1.0, 1.69)",2025-02-14 16:32:27,4.64,Active,27278,Operator,Robot,Two Fish,Failed,6,67,DoS Attack,Medium,4.01,Isolate Data,1
3,Cleaning,"(0.73, 0.53, 1.13)",2025-02-14 16:32:27,1.04,Idle,43421,Operator,Robot,Two Fish,Encrypted,5,80,No Threat,High,0.0,None,0
3,Diagnosis,"(0.67, 0.2, 0.38)",2025-02-14 16:32:27,3.17,Idle,39349,Robot,Operator,Two Fish,Failed,8,66,DoS Attack,Medium,4.62,Reconnect Connection,1
9,Navigation,"(1.31, 1.93, 0.5)",2025-02-14 16:32:27,4.69,Idle,81291,Robot,Operator,Two Fish,Failed,7,29,No Threat,Low,0.0,None,0
9,Suturing,"(0.85, 1.66, 0.97)",2025-02-14 16:32:27,2.07,Active,52919,Operator,Robot,Two Fish,Failed,20,33,DoS Attack,Medium,3.43,Reset Encryption,1
7,Cleaning,"(1.47, 1.16, 0.26)",2025-02-14 16:32:27,1.7,Idle,83955,Robot,Operator,Two Fish,Encrypted,8,57,DoS Attack,High,3.51,Reset Encryption,1
1,Diagnosis,"(0.86, 1.81, 0.86)",2025-02-14 16:32:27,2.15,Active,14295,Operator,Robot,Two Fish,Encrypted,8,41,Data Breach,Low,3.41,Isolate Data,1
9,Incision,"(1.88, 0.14, 0.29)",2025-02-14 16:32:27,4.53,Active,81365,Operator,Robot,Two Fish,Encrypted,11,66,Man-in-the-Middle Attack,Low,4.51,Reset Encryption,1
5,Incision,"(0.35, 1.77, 0.58)",2025-02-14 16:32:27,2.64,Idle,34995,Operator,Robot,Two Fish,Failed,15,19,DoS Attack,High,2.36,Reset Encryption,1
5,Diagnosis,"(0.51, 1.39, 1.8)",2025-02-14 16:32:27,2.54,Active,65915,Robot,Operator,Two Fish,Failed,6,97,Data Breach,High,1.74,Reset Encryption,1
5,Cleaning,"(0.68, 0.58, 1.94)",2025-02-14 16:32:27,3.61,Idle,35447,Operator,Robot,Two Fish,Failed,11,97,Data Breach,Low,1.28,Reconnect Connection,1
1,Navigation,"(0.45, 0.79, 1.49)",2025-02-14 16:32:27,4.01,Active,97480,Robot,Operator,Two Fish,Encrypted,5,33,DoS Attack,Medium,2.22,Isolate Data,1
9,Cleaning,"(0.46, 0.03, 1.6)",2025-02-14 16:32:27,4.42,Active,52320,Robot,Operator,Two Fish,Encrypted,8,43,Man-in-the-Middle Attack,High,3.26,Reconnect Connection,1
6,Incision,"(0.53, 1.18, 1.17)",2025-02-14 16:32:27,2.71,Idle,85544,Robot,Operator,Two Fish,Failed,7,39,No Threat,High,0.0,None,0
8,Incision,"(1.5, 1.79, 0.27)",2025-02-14 16:32:27,2.69,Idle,28029,Robot,Operator,Two Fish,Encrypted,9,42,DoS Attack,Low,1.55,Isolate Data,1
7,Suturing,"(0.94, 1.65, 1.57)",2025-02-14 16:32:27,4.67,Idle,95553,Operator,Robot,Two Fish,Encrypted,9,47,Man-in-the-Middle Attack,Medium,2.42,Isolate Data,1
1,Incision,"(0.15, 1.7, 1.39)",2025-02-14 16:32:27,2.94,Idle,65523,Robot,Operator,Two Fish,Encrypted,8,87,Data Breach,Low,1.68,Reconnect Connection,1
7,Cleaning,"(0.39, 1.64, 0.92)",2025-02-14 16:32:27,1.74,Active,58951,Operator,Robot,Two Fish,Encrypted,8,58,Data Breach,Medium,3.13,Isolate Data,1
5,Incision,"(1.42, 1.3, 0.96)",2025-02-14 16:32:27,2.66,Idle,65703,Robot,Operator,Two Fish,Encrypted,9,25,Data Breach,Medium,1.12,Isolate Data,1
4,Suturing,"(1.72, 1.43, 1.57)",2025-02-14 16:32:27,3.99,Idle,89923,Operator,Robot,Two Fish,Encrypted,18,22,DoS Attack,Medium,2.42,Reconnect Connection,1
4,Suturing,"(0.25, 1.31, 1.62)",2025-02-14 16:32:27,4.7,Active,27007,Robot,Operator,Two Fish,Failed,6,32,DoS Attack,Medium,1.39,Isolate Data,1
8,Suturing,"(1.25, 1.67, 1.11)",2025-02-14 16:32:27,2.36,Active,27334,Operator,Robot,Two Fish,Encrypted,19,100,Data Breach,Low,3.68,Reconnect Connection,1
9,Navigation,"(1.03, 0.21, 0.15)",2025-02-14 16:32:27,4.32,Active,82084,Robot,Operator,Two Fish,Failed,19,14,Data Breach,Medium,2.16,Reset Encryption,1
8,Cleaning,"(0.93, 0.35, 1.13)",2025-02-14 16:32:27,1.05,Idle,69912,Robot,Operator,Two Fish,Encrypted,10,75,Man-in-the-Middle Attack,High,4.08,Isolate Data,1
5,Incision,"(1.73, 1.64, 1.04)",2025-02-14 16:32:27,3.01,Active,32665,Robot,Operator,Two Fish,Failed,6,12,Man-in-the-Middle Attack,Medium,4.94,Reconnect Connection,1
4,Diagnosis,"(1.84, 0.06, 1.9)",2025-02-14 16:32:27,3.55,Idle,52474,Robot,Operator,Two Fish,Encrypted,12,89,DoS Attack,Low,3.7,Isolate Data,1
1,Incision,"(0.39, 0.47, 1.88)",2025-02-14 16:32:27,2.72,Idle,12515,Robot,Operator,Two Fish,Encrypted,7,85,No Threat,Low,0.0,None,0
10,Diagnosis,"(1.78, 0.71, 0.26)",2025-02-14 16:32:27,4.6,Idle,52461,Robot,Operator,Two Fish,Failed,9,71,DoS Attack,Low,2.9,Isolate Data,1
2,Incision,"(0.76, 1.9, 1.37)",2025-02-14 16:32:27,4.87,Active,79329,Operator,Robot,Two Fish,Failed,10,56,Man-in-the-Middle Attack,Medium,2.6,Reset Encryption,1
5,Incision,"(0.0, 0.04, 1.39)",2025-02-14 16:32:27,4.95,Active,26582,Operator,Robot,Two Fish,Failed,6,20,No Threat,Low,0.0,None,0
4,Navigation,"(0.36, 1.22, 0.45)",2025-02-14 16:32:27,1.51,Idle,56780,Robot,Operator,Two Fish,Encrypted,6,37,No Threat,Medium,0.0,None,0
10,Cleaning,"(0.64, 0.88, 1.65)",2025-02-14 16:32:27,1.47,Idle,80001,Operator,Robot,Two Fish,Failed,18,89,No Threat,Medium,0.0,None,0
10,Navigation,"(0.47, 2.0, 0.51)",2025-02-14 16:32:27,1.63,Active,35323,Operator,Robot,Two Fish,Failed,8,19,Data Breach,Low,4.5,Isolate Data,1
5,Navigation,"(0.37, 0.81, 0.0)",2025-02-14 16:32:27,2.9,Idle,22260,Robot,Operator,Two Fish,Encrypted,11,18,No Threat,High,0.0,None,0
8,Incision,"(1.71, 1.93, 1.02)",2025-02-14 16:32:27,3.71,Active,14677,Robot,Operator,Two Fish,Encrypted,10,80,No Threat,Low,0.0,None,0
1,Suturing,"(0.17, 0.62, 0.87)",2025-02-14 16:32:27,1.0,Idle,31090,Operator,Robot,Two Fish,Encrypted,7,18,DoS Attack,Low,1.04,Reset Encryption,1
4,Cleaning,"(1.32, 0.26, 1.03)",2025-02-14 16:32:27,1.95,Active,66892,Operator,Robot,Two Fish,Encrypted,7,36,DoS Attack,High,1.69,Reset Encryption,1
9,Incision,"(0.83, 1.27, 1.51)",2025-02-14 16:32:27,1.74,Active,46299,Robot,Operator,Two Fish,Encrypted,10,41,No Threat,Low,0.0,None,0
4,Navigation,"(0.38, 0.54, 0.39)",2025-02-14 16:32:27,4.97,Active,90775,Robot,Operator,Two Fish,Encrypted,19,85,Data Breach,Low,4.06,Reset Encryption,1
1,Navigation,"(1.86, 0.21, 1.25)",2025-02-14 16:32:27,2.74,Idle,49016,Operator,Robot,Two Fish,Encrypted,13,85,Data Breach,High,3.22,Reconnect Connection,1
5,Suturing,"(1.94, 1.29, 1.47)",2025-02-14 16:32:27,2.96,Idle,24627,Operator,Robot,Two Fish,Encrypted,16,22,Data Breach,Medium,3.47,Reconnect Connection,1
7,Suturing,"(0.63, 1.78, 0.91)",2025-02-14 16:32:27,4.43,Active,67526,Robot,Operator,Two Fish,Encrypted,17,29,DoS Attack,High,4.86,Reset Encryption,1
6,Suturing,"(0.33, 0.21, 1.26)",2025-02-14 16:32:27,3.7,Idle,40845,Robot,Operator,Two Fish,Encrypted,5,100,No Threat,Low,0.0,None,0
2,Diagnosis,"(1.93, 0.01, 1.87)",2025-02-14 16:32:27,2.0,Active,96180,Robot,Operator,Two Fish,Failed,15,32,Data Breach,High,2.04,Reconnect Connection,1
3,Incision,"(0.8, 0.86, 0.22)",2025-02-14 16:32:27,1.49,Active,80411,Operator,Robot,Two Fish,Failed,15,89,Data Breach,High,3.85,Reconnect Connection,1
3,Suturing,"(0.4, 0.92, 0.12)",2025-02-14 16:32:27,3.58,Idle,67340,Operator,Robot,Two Fish,Encrypted,8,87,DoS Attack,High,2.74,Reconnect Connection,1
5,Navigation,"(1.75, 0.94, 1.94)",2025-02-14 16:32:27,4.42,Active,19321,Operator,Robot,Two Fish,Encrypted,16,24,DoS Attack,High,3.01,Reconnect Connection,1
10,Navigation,"(1.38, 0.36, 0.73)",2025-02-14 16:32:27,2.72,Idle,46570,Operator,Robot,Two Fish,Encrypted,6,76,Man-in-the-Middle Attack,Medium,4.08,Reconnect Connection,1
9,Diagnosis,"(1.7, 1.89, 1.93)",2025-02-14 16:32:27,1.09,Active,72637,Robot,Operator,Two Fish,Failed,18,45,No Threat,High,0.0,None,0
1,Diagnosis,"(1.84, 1.26, 0.37)",2025-02-14 16:32:27,2.82,Idle,63771,Robot,Operator,Two Fish,Encrypted,19,24,No Threat,Medium,0.0,None,0
6,Cleaning,"(0.05, 1.15, 0.6)",2025-02-14 16:32:27,4.06,Idle,80814,Robot,Operator,Two Fish,Encrypted,9,93,Man-in-the-Middle Attack,Low,2.86,Reconnect Connection,1
4,Cleaning,"(1.71, 0.06, 0.61)",2025-02-14 16:32:27,3.61,Active,48866,Operator,Robot,Two Fish,Encrypted,8,75,No Threat,High,0.0,None,0
8,Cleaning,"(1.92, 0.5, 0.45)",2025-02-14 16:32:27,1.4,Active,54856,Operator,Robot,Two Fish,Encrypted,19,37,DoS Attack,Low,3.88,Reconnect Connection,1
3,Incision,"(1.94, 1.08, 1.21)",2025-02-14 16:32:27,2.49,Idle,14798,Operator,Robot,Two Fish,Encrypted,11,99,Data Breach,Medium,2.53,Reconnect Connection,1
10,Navigation,"(0.16, 0.15, 1.48)",2025-02-14 16:32:27,1.21,Active,72057,Operator,Robot,Two Fish,Failed,14,66,DoS Attack,Low,3.44,Reset Encryption,1
10,Incision,"(0.99, 0.06, 1.58)",2025-02-14 16:32:27,2.27,Idle,25817,Operator,Robot,Two Fish,Failed,10,99,Data Breach,Low,3.1,Reset Encryption,1
5,Incision,"(0.31, 1.38, 0.18)",2025-02-14 16:32:27,3.22,Idle,92343,Robot,Operator,Two Fish,Failed,13,61,Data Breach,Medium,2.68,Reconnect Connection,1
1,Suturing,"(0.01, 1.4, 1.47)",2025-02-14 16:32:27,3.1,Active,31099,Operator,Robot,Two Fish,Failed,7,26,DoS Attack,High,2.48,Reconnect Connection,1
1,Diagnosis,"(0.34, 0.66, 0.15)",2025-02-14 16:32:27,3.77,Idle,77204,Operator,Robot,Two Fish,Failed,14,76,DoS Attack,High,1.09,Reconnect Connection,1
4,Diagnosis,"(1.96, 0.94, 0.77)",2025-02-14 16:32:27,3.74,Idle,74825,Operator,Robot,Two Fish,Encrypted,11,83,Data Breach,Medium,3.97,Isolate Data,1
7,Cleaning,"(1.73, 1.25, 1.39)",2025-02-14 16:32:27,1.5,Active,78669,Robot,Operator,Two Fish,Failed,15,51,Data Breach,Low,1.83,Isolate Data,1
2,Cleaning,"(0.51, 0.11, 1.56)",2025-02-14 16:32:27,4.1,Active,47950,Operator,Robot,Two Fish,Failed,15,51,Man-in-the-Middle Attack,Low,2.52,Reconnect Connection,1
9,Suturing,"(1.1, 0.1, 1.84)",2025-02-14 16:32:27,4.88,Active,12882,Robot,Operator,Two Fish,Failed,6,21,Man-in-the-Middle Attack,High,3.26,Reset Encryption,1
3,Suturing,"(1.24, 0.83, 1.48)",2025-02-14 16:32:27,2.71,Active,53907,Robot,Operator,Two Fish,Failed,5,49,No Threat,Low,0.0,None,0
1,Incision,"(0.97, 0.12, 1.53)",2025-02-14 16:32:27,1.07,Active,13361,Operator,Robot,Two Fish,Failed,9,34,DoS Attack,Low,2.79,Reconnect Connection,1
1,Incision,"(0.3, 0.61, 0.58)",2025-02-14 16:32:27,1.06,Active,76514,Operator,Robot,Two Fish,Failed,16,51,No Threat,Medium,0.0,None,0
3,Navigation,"(1.5, 1.58, 1.13)",2025-02-14 16:32:27,2.41,Active,74931,Robot,Operator,Two Fish,Encrypted,7,67,Data Breach,Low,1.47,Reconnect Connection,1
5,Navigation,"(1.29, 1.11, 0.2)",2025-02-14 16:32:27,2.53,Idle,60822,Robot,Operator,Two Fish,Encrypted,6,88,No Threat,Low,0.0,None,0
1,Incision,"(0.69, 1.16, 0.63)",2025-02-14 16:32:27,1.69,Active,51785,Robot,Operator,Two Fish,Encrypted,14,15,Data Breach,High,2.06,Reconnect Connection,1
7,Navigation,"(1.06, 1.42, 0.8)",2025-02-14 16:32:27,4.54,Active,30174,Robot,Operator,Two Fish,Failed,10,86,No Threat,Medium,0.0,None,0
7,Cleaning,"(0.31, 0.28, 1.38)",2025-02-14 16:32:27,4.74,Active,56392,Robot,Operator,Two Fish,Failed,10,98,Data Breach,Low,2.87,Reconnect Connection,1
5,Suturing,"(1.93, 0.67, 1.53)",2025-02-14 16:32:27,2.02,Idle,16867,Operator,Robot,Two Fish,Encrypted,18,70,Man-in-the-Middle Attack,Medium,2.88,Reset Encryption,1
6,Diagnosis,"(0.94, 1.86, 1.74)",2025-02-14 16:32:27,2.96,Idle,85174,Robot,Operator,Two Fish,Encrypted,6,48,DoS Attack,Medium,3.07,Reset Encryption,1
3,Cleaning,"(1.5, 0.2, 1.32)",2025-02-14 16:32:27,3.46,Active,36500,Robot,Operator,Two Fish,Failed,17,81,No Threat,High,0.0,None,0
5,Diagnosis,"(1.64, 2.0, 0.53)",2025-02-14 16:32:27,4.71,Active,14985,Operator,Robot,Two Fish,Encrypted,5,47,Data Breach,Low,1.32,Isolate Data,1
8,Cleaning,"(0.8, 1.85, 0.02)",2025-02-14 16:32:27,2.48,Idle,42672,Robot,Operator,Two Fish,Encrypted,20,89,DoS Attack,Low,3.59,Isolate Data,1
1,Navigation,"(1.52, 1.08, 1.65)",2025-02-14 16:32:27,3.73,Active,79400,Robot,Operator,Two Fish,Failed,11,15,DoS Attack,High,4.07,Isolate Data,1
10,Navigation,"(1.29, 0.33, 1.2)",2025-02-14 16:32:27,1.85,Active,59292,Robot,Operator,Two Fish,Failed,19,18,Data Breach,Low,1.55,Reconnect Connection,1
3,Diagnosis,"(0.48, 1.8, 1.86)",2025-02-14 16:32:27,3.78,Idle,32017,Operator,Robot,Two Fish,Failed,17,65,DoS Attack,High,2.34,Isolate Data,1
10,Diagnosis,"(1.04, 0.83, 1.52)",2025-02-14 16:32:27,3.72,Idle,35493,Robot,Operator,Two Fish,Encrypted,6,50,No Threat,Medium,0.0,None,0
3,Suturing,"(0.68, 0.3, 1.56)",2025-02-14 16:32:27,4.3,Idle,53992,Operator,Robot,Two Fish,Failed,18,14,DoS Attack,High,1.08,Reconnect Connection,1
9,Diagnosis,"(1.93, 1.49, 1.03)",2025-02-14 16:32:27,4.13,Active,31218,Operator,Robot,Two Fish,Encrypted,13,62,No Threat,Medium,0.0,None,0
10,Incision,"(0.46, 0.7, 0.08)",2025-02-14 16:32:27,4.55,Idle,11260,Robot,Operator,Two Fish,Failed,9,73,DoS Attack,Medium,2.79,Reset Encryption,1
3,Incision,"(0.05, 1.97, 0.44)",2025-02-14 16:32:27,3.01,Active,28716,Operator,Robot,Two Fish,Failed,14,72,Man-in-the-Middle Attack,High,4.06,Reconnect Connection,1
4,Incision,"(0.64, 0.67, 1.48)",2025-02-14 16:32:27,1.68,Active,54512,Robot,Operator,Two Fish,Failed,10,25,DoS Attack,Medium,1.62,Reconnect Connection,1
1,Cleaning,"(1.7, 0.98, 0.21)",2025-02-14 16:32:27,4.0,Active,93460,Operator,Robot,Two Fish,Failed,15,93,Man-in-the-Middle Attack,High,4.02,Reset Encryption,1
9,Incision,"(1.78, 0.0, 0.47)",2025-02-14 16:32:27,3.1,Active,13615,Operator,Robot,Two Fish,Failed,14,74,DoS Attack,Medium,2.07,Reset Encryption,1
9,Incision,"(1.39, 0.99, 1.85)",2025-02-14 16:32:27,2.85,Active,19296,Operator,Robot,Two Fish,Encrypted,14,10,DoS Attack,Medium,2.51,Isolate Data,1
3,Incision,"(0.84, 1.06, 0.69)",2025-02-14 16:32:27,1.49,Idle,80347,Operator,Robot,Two Fish,Encrypted,18,95,No Threat,Low,0.0,None,0
2,Navigation,"(1.95, 0.54, 0.41)",2025-02-14 16:32:27,4.1,Active,66839,Operator,Robot,Two Fish,Encrypted,7,33,Data Breach,High,2.19,Reconnect Connection,1
5,Diagnosis,"(1.17, 0.45, 0.35)",2025-02-14 16:32:27,2.93,Idle,63765,Operator,Robot,Two Fish,Encrypted,6,75,DoS Attack,High,1.26,Isolate Data,1
7,Diagnosis,"(1.29, 0.93, 1.04)",2025-02-14 16:32:27,4.5,Active,14153,Robot,Operator,Two Fish,Encrypted,11,41,Data Breach,Medium,3.89,Reset Encryption,1
9,Cleaning,"(1.74, 0.7, 0.39)",2025-02-14 16:32:27,4.51,Idle,23231,Robot,Operator,Two Fish,Encrypted,9,61,DoS Attack,High,3.72,Reset Encryption,1
5,Diagnosis,"(1.02, 1.95, 1.21)",2025-02-14 16:32:27,4.96,Idle,83381,Robot,Operator,Two Fish,Encrypted,10,15,DoS Attack,Low,4.29,Reconnect Connection,1
5,Navigation,"(0.1, 0.38, 0.58)",2025-02-14 16:32:27,2.81,Idle,40664,Operator,Robot,Two Fish,Failed,8,22,Man-in-the-Middle Attack,High,2.31,Isolate Data,1
2,Incision,"(1.4, 1.16, 1.55)",2025-02-14 16:32:27,3.81,Active,99693,Robot,Operator,Two Fish,Encrypted,18,52,DoS Attack,Low,2.13,Reset Encryption,1
10,Diagnosis,"(1.85, 1.98, 0.19)",2025-02-14 16:32:27,1.42,Active,20071,Robot,Operator,Two Fish,Encrypted,17,88,Man-in-the-Middle Attack,Medium,2.47,Reconnect Connection,1
4,Navigation,"(0.91, 1.2, 0.4)",2025-02-14 16:32:27,2.52,Active,93463,Robot,Operator,Two Fish,Failed,19,56,Man-in-the-Middle Attack,Medium,2.13,Isolate Data,1
